headword_iast	headword_slp1	entry_id	page	body
ubha	uBa	873	134-a	"{@ubhá,@}¦ {%<ab>a.</ab>%} both. [<ab>cf.</ab> <lang n=""greek"">ἄμφω</lang>, <ab>Lat.</ab> {%ambō,%} <ab>AS.</ab> <ab>nom.</ab> <ab>fem.</ab> <ab>neut.</ab> {%bā,%} <ab>Goth.</ab> <ab>nom.</ab> <ab>neut.</ab> {%ba,%} <ab>nom.</ab> <ab>masc.</ab> {%bai,%} <ab>w.</ab> dental extension, {%bajoϸs,%} all meaning ‘both,’ <ab>Eng.</ab> {%bo-th:%} <ab>orig.</ab>, perhaps, <lbinfo n=""per-haps,""/>  ‘couple,’ and akin <ab>w.</ab> {@√ubh.@}]"
ubhaya	uBaya	874	134-a	"{@ubháya@}¦ [<ls n=""wg,525"">525<sup>4</sup></ls>], {%<ab>a.</ab>%} of both sorts; both. [{@ubhá.@}]"
ubhayakāma	uBayakAma	875	134-a	{@ubháya-kāma,@}¦ {%<ab>a.</ab>%} desirous of both.
ubhayatas	uBayatas	876	134-a	{@ubhayátas,@}¦ {%<ab>adv.</ab>%} from both sides; in both cases. [{@ubháya,@} <ab>acct</ab> !]
ubhayataḥsasya	uBayataHsasya	877	134-a	{@ubhayataḥ-sasya,@}¦ {%<ab>n.</ab>%} having a crop at both times, {%<ab>i. e.</ab>%} bearing two crops a year.
uraga	uraga	878	134-a	{@urá-ga,@}¦ {%<ab>m.</ab>%} serpent. [‘breast-going,’ {@ura@} for {@uras:@} for <ab>mg</ab>, <ab>cf.</ab> {@khaga.@}]
uras	uras	879	134-a	"{@úras,@}¦ {%<ab>n.</ab>%} breast. [perhaps, ‘a cover,’ from {@√1vṛ,@} ‘cover,’ <ls n=""wg,1151"">1151.</ls> 1b, <ab>w.</ab> a specialization like that in <ab>Eng.</ab> {%chest,%} ‘thorax.’]"
uru	uru	880	134-a	"{@urú,@}¦ {%<ab>f.</ab>%} {@urvī́,@} {%<ab>a.</ab>%} ({%<ab>prop.</ab>%} encompassing, {%and%} {%so, like <ab>Eng.</ab>%} capacious) extensive, wide, great; {%as <ab>n.</ab>%} ({%like <ab>Ger.</ab>%} das Weite) the distance. <lbinfo n=""dis-tance.""/>  [{@√1vṛ,@} ‘encompass,’ <ls n=""wg,1178"">1178a</ls>: <ab>cf.</ab> <lang n=""greek"">εὐρύ-ς</lang>, ‘wide.’]"
uruvyacas	uruvyacas	881	134-b	"{@uru-vyácas,@}¦ {%<ab>a.</ab>%} having wide embrace, wide extending. [<ab>acct</ab>, <ls n=""wg,1298"">1298b</ls>.]"
uruṣya	uruzya	882	134-b	"{@√uruṣya@}¦ ({@uruṣyáti@}). to distance, {%<ab>i. e.</ab>%} escape; put another in the distance, {%<ab>i. e.</ab>%} save. [{@urú,@} ‘the distance,’ <ls n=""wg,1061"">1061<sup>2</sup></ls>.]"
urūṇasa	urURasa	883	134-b	"{@urū-ṇasá,@}¦ {%<ab>a.</ab>%} having broad snouts. [{@urú@} (247) + {@nás,@} <ls n=""wg,193"">193,</ls> <ls n=""wg,1315"">1315c</ls>: <ab>acct</ab>, <ls n=""wg,1298"">1298b</ls>.]"
ulūkhala	ulUKala	884	134-b	{@ulū́khala,@}¦ {%<ab>n.</ab>%} a mortar.
ulba	ulba	885	134-b	"{@úlba@}¦ {%and%} {@úlva,@} {%<ab>n.</ab>%} enveloping membrance of an embryo. [for {@*ur-vá, √1 vṛ,@} ‘enclose, <lbinfo n=""‘en-close,""/> ’ <ls n=""wg,1190"">1190.</ls> <ab>cf.</ab> <ab>Lat.</ab> {%rol-ra,%} ‘covering, womb.’]"
ulbaṇa	ulbaRa	886	134-b	"{@ulbaṇá,@}¦ {%<ab>a.</ab>%} lumpy, knotty, thick, massy. [{@ulba,@} for {@*urva,@} hence {@ṇ,@} <ls n=""wg,189"">189.</ls>]"
uṣ	uz	887	134-b	"{@√uṣ@}¦ ({@óṣati; uvóṣa; aúṣīt; uṣṭá@}). burn. [for cognates, see the collateral form {@√1vas,@} ‘light up,’ also {@uṣás, usrá,@} <ab>etc.</ab>: <ab>cf.</ab> <lang n=""greek"">εὕω</lang>, ‘singe’; <lang n=""greek"">αὔω</lang>, ‘kindle’; <ab>Lat.</ab> {%ūr-o,%} ‘burn,’ and {%ustus%} = {@uṣṭá-s;@} <ab>AS.</ab> {%ys-le,%} ‘glowing ashes.’]"
uṣas	uzas	888	134-b	"{@uṣás@}¦ [<ls n=""wg,415"">415b</ls>], {%<ab>f.</ab>%} morning-red; dawn; {%personified,%} <lbinfo n=""per-sonified,""/> Dawn. [{@√1vas,@} ‘light up, dawn,’ <ls n=""wg,252"">252</ls>: <ab>cf.</ab> <lang n=""greek"">ἠώς</lang>, Aeolic <lang n=""greek"">αὔως</lang>, <ab>Lat.</ab> {%aurōra,%} {%*ausōs-a,%} ‘dawn’; radically cognate also is <ab>Eng.</ab> {%eas-t,%} ‘the point where day breaks’: see {@uṣ@} and {@usra.@}]"
uṣṭra	uzwra	889	134-b	{@úṣṭra,@}¦ {%<ab>m.</ab>%} camel.
uṣṇa	uzRa	890	134-b	"{@uṣṇá,@}¦ {%<ab>a.</ab>%} hot. [{@√uṣ,@} <ls n=""wg,1177"">1177a</ls>.]"
usra	usra	891	134-b	"{@usrá,@}¦ {%<ab>a.</ab>%} bright; of {%or%} pertaining to the dawn; {%as <ab>f.</ab>,%} {@usrā́,@} dawn. [{@√1vas,@} ‘light up,’ <ls n=""wg,252"">252,</ls> <ls n=""wg,1188"">1188,</ls> <ls n=""wg,181"">181a</ls>: <ab>w.</ab> {@us-rā́,@} <ab>cf.</ab> Old Germanic {%Aus-t-rō,%} a goddess of the (year-dawn, <lbinfo n=""(year-dawn,""/>  <ab>i. e.</ab>) spring-light, and <ab>AS.</ab> {%Eos-t-ra,%} the name of whose festival, {%easter,%} ‘Easterday, <lbinfo n=""‘Easter-day,""/> ’ occurring in April, was transferred to the Christian festival that replaced it; for {%t%} between {%s%} and {%r,%} see under {@svasṛ:@} see {@uṣ@} and {@uṣas.@}]"
ūti	Uti	892	134-b	"{@ūtí,@}¦ {%<ab>f.</ab>%} furtherance, help, blessing; refreshment, <lbinfo n=""refresh-ment,""/>  food. [{@√av, <ls n=""wg,1157"">1157.</ls>@}]"
ūdhan	UDan	893	134-b	"{@ū́dhan@}¦, {@ū́dhar, ū́dhas [<ls n=""wg,430"">430b</ls>],@}¦ {%<ab>n.</ab>%} udder. [<ab>cf.</ab> <lang n=""greek"">οὖθαρ</lang>, <ab>Lat.</ab> {%ūber,%} <ab>AS.</ab> {%ūder,%} <ab>Eng.</ab> {%udder.%}]"
ūna	Una	894	134-b	"{@ūná,@}¦ {%<ab>a.</ab>%} lacking. [<ab>cf.</ab> <lang n=""greek"">εὖνις</lang>, ‘bereft’; <ab>AS.</ab> {%wan,%} ‘lacking,’ {%wanian,%} ‘decrease,’ <ab>Eng.</ab> {%wane.%}]"
ūru	Uru	895	134-b	{@ūrú,@}¦ {%<ab>m.</ab>%} thigh. [<ab>prob.</ab> ‘the thick’ of the leg, from {@urú.@}]
ūrj	Urj	896	135-a	"{@ū́rj,@}¦ {%<ab>f.</ab>%} sap; strength; vigor; nourishment. [{@√*varj,@} ‘swell with, be full of’: <ab>cf.</ab> <lang n=""greek"">ὀργάω</lang>, ‘swell with, abound’; <ab>Lat.</ab> {%virga,%} ‘swelling twig.’]"
ūrṇa	UrRa	897	135-a	"{@ūrṇa,@}¦ {%<ab>n.</ab>, and%} {@ū́rṇā,@} {%<ab>f.</ab>%} wool. [‘cover,’ {@√1vṛ,@} ‘cover’ (<ab>cf.</ab> <ls n=""wg,712"">712</ls>): <ab>cf.</ab> <lang n=""greek"">εἶρος, *ἐ-ϝρ-ος</lang>, <ab>Lat.</ab> {%vellus,%} <ab>Goth.</ab> {%vulla,%} <ab>Eng.</ab> {%wool.%}]"
ūrṇamradas	UrRamradas	898	135-a	{@ū́rṇa-mradas,@}¦ {%<ab>a.</ab>%} having the softness of wool, soft as wool.
ūrṇāstukā	UrRAstukA	899	135-a	{@ūrṇā-stukā,@}¦ {%<ab>f.</ab>%} braid {%or%} plait of wool.
ūrṇu	UrRu	900	135-a	"{@√ūrṇu,@}¦ {%see%} <ls n=""wg,712"">712</ls>, {%and%} {@√1vṛ.@}"
ūrdhva	UrDva	901	135-a	"{@ūrdhvá,@}¦ {%<ab>a.</ab>%} tending upwards; upright; elevated; {@-am,@} {%as <ab>adv.</ab>,%} upwards; over; beyond; after, {%<ab>w.</ab> <ab>abl.</ab>%} [<ls n=""wg,1128"">1128]</ls>; ata {@ūrdhvam,@} <lbinfo n=""ūrdh-vam,""/> from now on. [<ab>cf.</ab> <ab>Lat.</ab> {%arduus,%} ‘lofty.’]"
ūrdhvadṛṣṭi	UrDvadfzwi	902	135-a	"{@ūrdhva-dṛṣṭi,@}¦ {%<ab>a.</ab>%} having an upward gaze. [<ls n=""wg,1298"">1298.</ls>]"
ūrmi	Urmi	903	135-a	"{@ūrmí,@}¦ {%<ab>m.</ab>%} wave. [<ab>lit.</ab> ‘roller, rolling billow, <lbinfo n=""bil-low,""/> ’ {@√*vṛ,@} ‘roll, turn hither and thither’: <ab>cf.</ab> <lang n=""greek"">ὀραγάω</lang>, <ab>Lat.</ab> {%volvo,%} ‘roll’; <ab>Ger.</ab> {%Welle,%} ‘wave.’]"
ūh	Uh	904	135-a	"{@√1ūh@}¦ ({@ū́hati; aúhīt; ūḍhá, ūhitá; ū́hitum;@} <lbinfo n=""ū́hi-tum;""/> {@-ū́hya@}). remove."
ūh	Uh	905	135-a	"{@√2ūh@}¦ ({@óhate@} [<ls n=""wg,745"">745a</ls>]; {@ūhé; aúhīt, aúhiṣṭa;@} {@ū́hitum; -ū́hya@}). notice. <div n=""p""/>{@+ api,@} grasp; understand, <ls n=""lan,88,10"">88<sup>10</sup></ls>."
ṛ	f	906	135-a	"{@√ṛ@}¦ ({@íyarti@} [<ls n=""wg,643"">643c</ls>]; {@ṛṇóti; ṛccháti@} [<ls n=""wg,753"">753</ls> end, <ls n=""wg,608"">608]</ls>; {@ā́ra@} [<ls n=""wg,783"">783a<sup>2</sup></ls>]; {@ā́rat; ariṣyáti;@} {@ṛtá; ṛtvā́; -ṛ́tya; arpáyati@} [<ls n=""wg,1042"">1042d</ls>]). move, {%as <ab>trans.</ab> and as <ab>intrans.</ab>;%} <div n=""2""/>{@—1.@} rise, <ls n=""lan,73,10"">73<sup>10</sup></ls>; come upon {%or%} unto, reach, attain; <div n=""2""/>{@—2.@} raise ({%<ab>e. g.</ab>%} dust); {%--<ab>caus.</ab>%} send; put; fasten; fit in. [<ab>w.</ab> {@ṛ-ṇó-ti,@} <ab>cf.</ab> <lang n=""greek"">ὄρ-νυσι</lang>, ‘rouses’; <ab>cf.</ab> <ab>Lat.</ab> {%or-ior,%} ‘rise,’ {%or-tus,%} ‘risen’; <lang n=""greek"">ὦρ-το</lang>, ‘rose,’ = {@ā́r-ta,@} 3d <ab>sing.</ab> <ab>aor.</ab> <ab>mid.</ab>; <ab>w.</ab> {@ṛ-cchá-ti,@} <ab>cf.</ab> <lang n=""greek"">ἔρ-χε-ται</lang>, ‘goes,’ also <lang n=""greek"">ἐλ-θεῖν</lang>, ‘go’; <ab>w.</ab> <ab>caus.</ab>, <ab>cf.</ab> <lang n=""greek"">αῤ-αρίσκω</lang>, ‘fit,’ <ab>Lat.</ab> {%ar-tu-s,%} ‘well-fitted, close, narrow’; see also {@ṛtá.@}] <div n=""p""/>{@+ ā,@} <div n=""2""/>{@—1.@} get into (trouble), <ls n=""lan,93,15"">93<sup>15</sup></ls> <ab>N.</ab>; <div n=""2""/>{@—2.@} ({%like the American%} go for, ‘treat harshly by word {%or%} deed’) visit with trouble; {%<ab>ppl.</ab>%} {@ā́rta,@} visited by trouble, distressed. <div n=""p""/>{@+ ud,@} rise; raise. <div n=""p""/>{@+ upa,@} go against, transgress. [for <ab>mg</ab>, <ab>cf.</ab> {@ṛṇá.@}] [Page135-b+ 50] <div n=""p""/>{@+ nis,@} (go forth, {%<ab>i. e.</ab>%}) dissolve connection with. <div n=""p""/>{@+ sam,@} come together, meet; go along with, <ls n=""lan,73,9"">73<sup>9</sup></ls>; {%--<ab>caus.</ab>%} send; deliver to; consign, <lbinfo n=""con-sign,""/>  entrust."
ṛkti	fkti	907	135-b	{@ṛkti,@}¦ {%<ab>f.</ab>%} praise, {%in%} {@su-v-ṛktí. [√ṛc.]@}
ṛgveda	fgveda	908	135-b	{@ṛg-vedá,@}¦ {%<ab>m.</ab>%} the Rigveda (each stanza of which is called an {@ṛc@} in distinction from a {@yajus@} and a {@sāman@}).
ṛc	fc	909	135-b	"{@√ṛc@}¦ ({@árcati; ānárca, ānṛcé@} [<ls n=""wg,788"">788]</ls>; {@arciṣyáti;@} <lbinfo n=""arciṣ-yáti;""/> {@arcitá; árcitum; arcitvā́; -árcya;@} {@arcáyati@}). <div n=""2""/>{@—1.@} beam; <div n=""2""/>{@—2.@} praise; sing (praise); sing (of the winds); honor; {%--<ab>caus.</ab>%} [<ls n=""wg,1041"">1041<sup>2</sup></ls>], salute. [<ab>cf.</ab> {@arka.@}]"
ṛc	fc	910	135-b	"{@ṛ́c,@}¦ {%<ab>f.</ab>%} <div n=""2""/>{@—1.@} hymn of praise; {%<ab>esp.</ab>%} a stanza that is spoken, as distinguished from one that is sung ({@sāman@}) or from a sacrificial formula ({@yajus@}); <div n=""2""/>{@—2.@} stanza {%or%} text to which a certain rite or explanation has reference, <ls n=""lan,98,5"">98<sup>5</sup></ls>; <div n=""2""/>{@—3.@} the collection of ṛc's, the Rigveda, <ls n=""lan,57,14"">57<sup>14</sup></ls>, <ls n=""lan,63,3"">63<sup>3</sup></ls>. [{@√ṛc.@}]"
ṛca	fca	911	135-b	"{@ṛca,@}¦ {%for%} {@ṛc,@} {%at end of <ab>cpds</ab>%} [<ls n=""wg,1209"">1209a</ls>, <ls n=""wg,1315"">1315c</ls>]."
ṛj	fj	912	135-b	"{@√1ṛj@}¦ {%or%} {@ṛñj (ṛñjáti, -te; ṛ́jyati, -te).@} reach out, {%<ab>esp.</ab>%} in a straight direction ({%and so, the <ab>opp.</ab> of%} {@√vṛj,@} ‘bend, turn,’ {%<ab>q. v.</ab>%} {%and see%} {@ṛjú@}), stretch out, {%<ab>intrans.</ab>;%} press on; {%with this root, compare the root%} {@rāj,@} {%<ab>mg</ab>%} 1. [<ab>cf.</ab> <lang n=""greek"">ὀρέγ-ω</lang>, ‘reach out’; <ab>Lat.</ab> {%reg-ere,%} ‘direct’; <ab>Eng.</ab> {%right,%} ‘straight, not wrong.’]"
ṛj	fj	913	135-b	"{@√2ṛj@}¦ ({@árjati; arjáyati@} [<ls n=""wg,1041"">1041<sup>2</sup></ls>]; {@arjitá@}). reach, {%and so,%} get {%or%} obtain. [the same as {@√1ṛj,@} but <ab>w.</ab> another conjugation and <ab>w.</ab> <ab>trans.</ab> <ab>mg</ab>: for <ab>mg</ab>, <ab>cf.</ab> <ab>Eng.</ab> {%reach,%} <ab>intrans.</ab>,  <ab>w.</ab> {%reach,%} <ab>trans.</ab>, and <ab>Ger.</ab> {%langen%} and {%erlangen.%}]"
ṛj	fj	914	135-b	"{@√3ṛj,@}¦ {%in%} {@ṛj-rá,@} ‘ruddy,’ {@árj-una,@} ‘silverwhite’; <lbinfo n=""‘silver-white’;""/>  {%see also the root%} {@raj@} {%and root%} {@rāj,@} {%<ab>mg</ab>%} 2. [<ab>cf.</ab> <lang n=""greek"">ἀργ-ός</lang>, ‘bright’; <ab>Lat.</ab> {%arguo,%} ‘make clear’; <ab>w.</ab> {@rajatá,@} ‘silver,’ <ab>cf.</ab> <lang n=""greek"">ἄργυρος</lang>, <ab>Lat.</ab> {%argentum,%} ‘silver.’]"
ṛjīṣa	fjIza	915	135-b	"{@ṛjīṣá,@}¦ {%<ab>a.</ab>%} on-rushing. [{@√1ṛj,@} <ls n=""wg,1197"">1197b</ls>.]"
ṛjīṣin	fjIzin	916	135-b	"{@ṛjīṣín,@}¦ {%<ab>a.</ab>%} on-rushing. [{@ṛjīṣá,@} <ls n=""wg,1230"">1230a</ls>.]"
ṛju	fju	917	135-b	"{@ṛjú,@}¦ {%<ab>a.</ab>%} straight, right, {%<ab>opp.</ab> of%} {@vṛjiná,@} ‘crooked, wrong.’ [{@√1ṛj,@} <ls n=""wg,1178"">1178a</ls>.]"
ṛñj	fYj	918	135-b	{@√ṛñj,@}¦ {%see%} {@√1ṛj.@}
ṛṇa	fRa	919	135-b	"{@ṛṇá,@}¦ {%<ab>a.</ab>%} (having gone against {%or%} transgressed, <lbinfo n=""trans-gressed,""/>  {%and so%}) guilty; {%as <ab>n.</ab>%} [<ls n=""wg,1176"">1176a</ls> {%and%} <ls n=""wg,1177"">1177]</ls>, guilt; debt, <ls n=""lan,25,2"">25<sup>2</sup></ls>. [{@√ṛ:@} <ab>cf.</ab> <ab>Lat.</ab> {%reus,%} ‘guilty’: for <ab>mg</ab>, <ab>cf.</ab> {@upārá.@}]"
ṛta	fta	920	136-a	"{@ṛtá,@}¦ {%<ab>a.</ab>%} fit, right; true; {%as <ab>n.</ab>%} [<ls n=""wg,1176"">1176a</ls>], <div n=""2""/>{@—1.@} established order; {%<ab>esp.</ab>%} eternal {%or%} divine order; <div n=""2""/>{@—2.@} order in sacred things, sacred custom, pious work, <ls n=""lan,69,15"">69<sup>15</sup></ls>, <ls n=""lan,74,9"">74<sup>9</sup></ls>; {@ṛtasya@} {@yoni@} {%or%} {@sadana,@} central place of sacred work {%or%} belief: {%in this world,%} the altar, <ls n=""lan,89,8"">89<sup>8</sup></ls>; {%in the other world,%} the holy of holies, <ls n=""lan,75,7"">75<sup>7</sup></ls>; <div n=""2""/>{@—3.@} truth, <ls n=""lan,98,8, 9"">98<sup>8, 9</sup></ls>; {@--ṛtena,@} rightly. [<ab>prop.</ab> ‘fitted, made firm,’ {@√ṛ:@} for form and <ab>mg</ab>, <ab>cf.</ab> <ab>Lat.</ab> {%ra-tu-s,%} ‘settled.’]"
ṛtasap	ftasap	921	136-a	"{@ṛta-sáp@}¦ [<ls n=""wg,387"">387a</ls>], {%<ab>a.</ab>%} following after right, righteous."
ṛtāvan	ftAvan	922	136-a	"{@ṛtā́van,@}¦ {%<ab>f.</ab>%} {@-varī,@} {%<ab>a.</ab>%} true to established order (of regularly recurring natural phenomena, <lbinfo n=""phe-nomena,""/>  {%<ab>e. g.</ab>%} dawn), <ls n=""lan,75,17"">75<sup>17</sup></ls>; true to sacred law, pious (Manes), <ls n=""lan,91,10"">91<sup>10</sup></ls>; holy, sacred (god), <ls n=""lan,75,8"">75<sup>8</sup></ls>. [{@ṛta,@} <ls n=""wg,247"">247</ls>: for <ab>fem.</ab>, <ls n=""wg,435"">435,</ls> <ls n=""wg,1171"">1171<sup>2</sup></ls>.]"
ṛtāvṛdh	ftAvfD	923	136-a	"{@ṛtā-vṛ́dh,@}¦ {%<ab>a.</ab>%} rejoicing in right, holy (Manes). [{@ṛta,@} <ls n=""wg,247"">247.</ls>]"
ṛtu	ftu	924	136-a	"{@ṛtú,@}¦ {%<ab>m.</ab>%} <div n=""2""/>{@—1.@} a fixed and settled time; {%<ab>esp.</ab>%} time for sacrificing; <div n=""2""/>{@—2.@} time of year, {%<ab>i. e.</ab>%} season; <div n=""2""/>{@—3.@} the menses. [{@√ṛ,@} <ls n=""wg,1161"">1161a</ls>: <ab>cf.</ab> <lang n=""greek"">ἀρτύ-ω</lang>, ‘fit together, prepare’; <ab>Lat.</ab> {%artu-s,%} ‘joint.’]"
ṛte	fte	925	136-a	"{@ṛté,@}¦ {%<ab>prep.</ab>%} without; except. [<ls n=""wg,1128"">1128</ls> end, <ls n=""wg,1129"">1129</ls> end.]"
ṛtvij	ftvij	926	136-a	{@ṛtv-íj,@}¦ {%<ab>a.</ab>%} offering at the appointed time; {%as <ab>m.</ab>%} priest; {%in the ritual, <ab>pl.</ab>,%} priests, of whom there are four, {@hótṛ, adhvaryú,@} {@brahmán,@} and {@udgātṛ́. [ṛtú + íj.@}]
ṛddhi	fdDi	927	136-a	"{@ṛ́ddhi,@}¦ {%<ab>f.</ab>%} welfare; blessedness. [{@√ṛdh,@} <ls n=""wg,1157"">1157.</ls>]"
ṛdh	fD	928	136-a	"{@√ṛdh@}¦ ({@ṛdhnóti; ānárdha, ānṛdhé@} [<ls n=""wg,788"">788]</ls>; {@ardhiṣyáte; ṛddhá; ṛdhyáte@}). thrive; succeed; prosper, {%both as <ab>intrans.</ab> and as%} {%<ab>trans.</ab>%} [<ab>cf.</ab> {@√√edh, rādh:@} <ab>cf.</ab> <lang n=""greek"">ἄλθομαι</lang>, ‘get well.’] <div n=""p""/>{@+ sam,@} {%<ab>pass.</ab>%} be prospered, {%<ab>i. e.</ab>%} fulfilled."
ṛṣ	fz	929	136-a	"{@√1ṛṣ@}¦ ({@árṣati; ānárṣa@} [<ls n=""wg,788"">788]</ls>). flow; glide. [<ab>cf.</ab> <lang n=""greek"">ἄψ-ορρος</lang>, ‘flowing back,’ <lang n=""greek"">παλίν-ορσος</lang>, ‘darting back.’]"
ṛṣ	fz	930	136-a	{@√2ṛṣ@}¦ ({@ṛṣáti; ṛṣṭá@}). push; thrust.
ṛṣi	fzi	931	136-a	"{@ṛ́ṣi,@}¦ {%<ab>m.</ab>%} <div n=""2""/>{@—1.@} singer of sacred songs, poet; priestly singer; {%regarded by later generations %} <lbinfo n=""genera-tions""/> {%as%} a patriarchal saint {%or%} sage of the olden time {%and as occupying a position%} {%given in other lands to the heroes and%} {%patriarchs;%} one of those inspired poets who “saw” the Vedas, which were “revealed”  <lbinfo n=""“re-vealed”""/> [Page136-b+ 49] to them; <div n=""2""/>{@—2.@} {@sapta_ṛṣayas:@} the many Rishis; {%later,%} the seven stars of the Great Bear; <div n=""2""/>{@—3.@} a Rishi, {%<ab>i. e.</ab>%} a person renowned for piety and wisdom, <ls n=""lan,100,22"">100<sup>22</sup></ls>; {%--%} {%see note to%} <ls n=""lan,1,14"">1<sup>14</sup></ls>."
ṛṣṭi	fzwi	932	136-b	{@ṛṣṭí,@}¦ {%<ab>f.</ab>%} spear. [{@√2ṛṣ.@}]
ṛṣva	fzva	933	136-b	{@ṛṣvá,@}¦ {%<ab>a.</ab>%} lofty.
e	e	934	136-b	{@e,@}¦ {%<ab>pron.</ab> root in%} {@éka, etá, ena, evá, evám.@}
eka	eka	935	136-b	"{@éka@}¦ [<ls n=""wg,482"">482a</ls>], {%<ab>num.</ab>%} <div n=""2""/>{@—1.@} one; only; alone (by one's self); alone (excluding every one else); sole; single; solitary; {%advly%} {%in epds,%} solely; <div n=""2""/>{@—2.@} one (of two {%or%} more); the one, {%followed by%} {@anya, dvitīya, para;@} {@eke…eke,@} some…others; {@eke,@} some folks, some; <div n=""2""/>{@—3.@} {%later,%} a certain, {%quidam;%} {%or almost as an <ab>indef.</ab> article%} [<ls n=""wg,482"">482a<sup>3</sup></ls>], a {%or%} an, <ls n=""lan,20,8"">20<sup>8</sup></ls>. [<ab>pron.</ab> root e.]"
ekatatpara	ekatatpara	936	136-b	"{@eka-tatpara,@}¦ {%<ab>a.</ab>%} solely intent on, <ls n=""lan,45,4"">45<sup>4</sup></ls>."
ekatra	ekatra	937	136-b	"{@ekatra,@}¦ {%<ab>adv.</ab>%} in one place. [{@eka,@} <ls n=""wg,1099"">1099.</ls>]"
ekadā	ekadA	938	136-b	"{@ekadā,@}¦ {%<ab>adv.</ab>%} at one time, simultaneously, {%at%} <ls n=""lan,37,9"">37<sup>9</sup></ls>; {%elsewhere,%} at a certain time, {%<ab>i. e.</ab>%} once upon a time. [{@eka,@} <ls n=""wg,1103"">1103.</ls>]"
ekadeśa	ekadeSa	939	136-b	{@eka-deśa,@}¦ {%<ab>m.</ab>%} a certain place, {%and so,%} a place {%or%} spot {%or%} part.
ekanakṣatra	ekanakzatra	940	136-b	"{@eka-nakṣatrá,@}¦ {%<ab>n.</ab>%} lunar mansion consisting  <lbinfo n=""con-sisting""/> of a single star {%or%} one whose name occurs but once, {%see%} <ls n=""lan,104,8"">104<sup>8</sup></ls><ab>N.</ab> [{@nákṣatra,@} <ls n=""wg,1312"">1312.</ls>]"
ekapatnī	ekapatnI	941	136-b	"{@éka-patnī,@}¦ {%<ab>f.</ab>%} wife of only one man, faithful wife. [<ab>acct</ab>, <ls n=""wg,1267"">1267a</ls>.]"
ekapada	ekapada	942	136-b	{@eka-pada,@}¦ {%<ab>f.</ab>%} {@-ī,@} {%<ab>a.</ab>%} having ({%<ab>i. e.</ab>%} taking) one step.
ekabhakṣa	ekaBakza	943	136-b	"{@eka-bhakṣa,@}¦ {%<ab>m.</ab>%} sole food; {%at end of%} {%<ab>cpds</ab>%} [<ls n=""wg,1298"">1298]</ls>, having…as sole food, eating …alone."
ekamati	ekamati	944	136-b	{@eka-mati,@}¦ {%<ab>a.</ab>%} having one mind, unanimous.
ekavarṇa	ekavarRa	945	136-b	{@eka-varṇa,@}¦ {%<ab>a.</ab>%} having one color, not brindled.
ekākin	ekAkin	946	136-b	{@ekākín,@}¦ {%<ab>a.</ab>%} solitary. [{@eka.@}]
ekāñjali	ekAYjali	947	136-b	{@ekāñjali,@}¦ {%<ab>m.</ab>%} one handful. [{@añjali.@}]
ekādaśa	ekAdaSa	948	136-b	"{@ékādaśa,@}¦ {%<ab>num.</ab>%} eleven. [{@éka + dáśa,@} <ls n=""wg,476"">476<sup>2</sup></ls>.]"
ekādaśa	ekAdaSa	949	136-b	"{@ekādaśá,@}¦ {%<ab>a.</ab>%} eleventh. [{@ékādaśa, <ls n=""wg,487"">487<sup>7</sup></ls>.@}]"
ekānta	ekAnta	950	136-b	{@ekānta,@}¦ {%<ab>m.</ab>%} an end; a retired {%or%} secret spot. [{@anta.@}]
ekāpāya	ekApAya	951	136-b	{@ekāpāya,@}¦ {%<ab>m.</ab>%} diminution by one. [{@apāya.@}]
ekārtha	ekArTa	952	136-b	{@ekārtha,@}¦ {%<ab>m.</ab>%} one purpose, {%<ab>i. e.</ab>%} one and the same purpose. [{@artha.@}]
ekāha	ekAha	953	136-b	{@ekāhá,@}¦ {%<ab>m.</ab>%} one day. [{@2áha.@}]
ekaika	ekEka	954	137-a	{@ékaika,@}¦ {%<ab>a.</ab>%} one by itself; one singly; each one singly; every single one. [{@eka@} {@ + eka.@}]
ekaikaśas	ekEkaSas	955	137-a	"{@ekaikaśas,@}¦ {%<ab>adv.</ab>%} one by one; severally. [{@ekaika,@} <ls n=""wg,1106"">1106.</ls>]"
ekona	ekona	956	137-a	"{@ekona,@}¦ {%<ab>a.</ab>%} lacking one. [{@ūna, <ls n=""wg,477"">477a</ls>.@}]"
eta	eta	957	137-a	"{@etá,@}¦ {%see%} {@etád@} {%and <ab>cf.</ab>%} <ls n=""wg,499"">499b</ls> {%with%} <ls n=""wg,497"">497.</ls>"
eta	eta	958	137-a	"{@éta,@}¦ {%<ab>a.</ab>%} rushing; darting; {%as <ab>m.</ab>%} deer. [{@√i,@} {@<ls n=""wg,1176"">1176c</ls>.@}]"
etatsama	etatsama	959	137-a	"{@etat-sama,@}¦ {%<ab>a.</ab>%} equal to this. [<ls n=""wg,1265"">1265.</ls>]"
etatsamīpa	etatsamIpa	960	137-a	"{@etat-samīpa,@}¦ {%<ab>n.</ab>%} presence of this one. [<ls n=""wg,1264"">1264.</ls>]"
